,group1,group2,signf
2747,p66_gpcc-octree-raht_r04,p66_vpcc_r01,1.0
2748,p66_gpcc-octree-raht_r04,p66_vpcc_r02,1.0
2749,p66_gpcc-octree-raht_r04,p66_vpcc_r03,0.0
2750,p66_gpcc-octree-raht_r04,p66_vpcc_r04,0.0
2751,p66_gpcc-octree-raht_r04,p66_vpcc_r05,0.0
2752,p66_gpcc-octree-raht_r05,p66_gpcc-octree-raht_r06,0.0
2753,p66_gpcc-octree-raht_r05,p66_vpcc_r00,1.0
2754,p66_gpcc-octree-raht_r05,p66_vpcc_r01,1.0
2755,p66_gpcc-octree-raht_r05,p66_vpcc_r02,1.0
2756,p66_gpcc-octree-raht_r05,p66_vpcc_r03,0.0
2757,p66_gpcc-octree-raht_r05,p66_vpcc_r04,0.0
2758,p66_gpcc-octree-raht_r05,p66_vpcc_r05,0.0
2759,p66_gpcc-octree-raht_r06,p66_vpcc_r00,1.0
2760,p66_gpcc-octree-raht_r06,p66_vpcc_r01,1.0
2761,p66_gpcc-octree-raht_r06,p66_vpcc_r02,1.0
2762,p66_gpcc-octree-raht_r06,p66_vpcc_r03,1.0
2763,p66_gpcc-octree-raht_r06,p66_vpcc_r04,0.0
2764,p66_gpcc-octree-raht_r06,p66_vpcc_r05,0.0
2765,p66_vpcc_r00,p66_vpcc_r01,-1.0
2766,p66_vpcc_r00,p66_vpcc_r02,-1.0
2767,p66_vpcc_r00,p66_vpcc_r03,-1.0
2768,p66_vpcc_r00,p66_vpcc_r04,-1.0
2769,p66_vpcc_r00,p66_vpcc_r05,-1.0
2770,p66_vpcc_r01,p66_vpcc_r02,-1.0
2771,p66_vpcc_r01,p66_vpcc_r03,-1.0
2772,p66_vpcc_r01,p66_vpcc_r04,-1.0
2773,p66_vpcc_r01,p66_vpcc_r05,-1.0
2774,p66_vpcc_r02,p66_vpcc_r03,-1.0
2775,p66_vpcc_r02,p66_vpcc_r04,-1.0
2776,p66_vpcc_r02,p66_vpcc_r05,-1.0
2777,p66_vpcc_r03,p66_vpcc_r04,0.0
2778,p66_vpcc_r03,p66_vpcc_r05,0.0
2779,p66_vpcc_r04,p66_vpcc_r05,0.0
